0.02,-3.0298951846,0.00414196581024
0.04,-2.80521485959,0.00358628303692
0.06,-2.54841325122,0.00384747271029
0.08,-2.22355911813,0.00644213481071
0.1,-1.81507161921,0.00543137483118
0.12,-1.22648513388,0.0100882822622
0.14,-0.361528390456,0.0200666918861
0.16,0.626747167258,0.0221833454059
0.18,1.4331621175,0.0129456845284
0.2,1.90303177682,0.0104163196946
0.22,2.30738194572,0.0104283187183
0.24,2.63025832879,0.0104566459539
0.26,2.84215760657,0.00491584056993
0.28,2.96316980188,0.00666626905703
0.3,3.0783614314,0.00547239504268
0.32,3.1788826931,0.00638176470775
0.34,3.265601058,0.00322610242359
0.36,3.34400124388,0.00489349105702
0.38,3.42685116562,0.00573638443056
0.4,3.50332046629,0.00203231214466
0.42,3.56898618736,0.00264402258914
0.44,3.62829674929,0.00313650531537
0.46,3.69681797326,0.00290525982782
0.48,3.75634023985,0.00331107840095
0.5,3.8060245285,0.00264585163809
0.52,3.81184177041,0.00295923363638
0.54,3.81434726304,0.00230352228835
0.56,3.81610617605,0.00152700501534
0.58,3.8079081928,0.00274118722088
0.6,3.8149462924,0.00302274461705
0.62,3.81331228446,0.00234679210894
0.64,3.81056677134,0.00179186499236
0.66,3.81528196259,0.00175947767868
0.68,3.81082059736,0.00166507372067
0.7,3.8143790875,0.00265400998072
0.72,3.81022028486,0.00282283142801
0.74,3.81586738091,0.00276310944117
0.76,3.81400485949,0.00223252082826
0.78,3.81556684386,0.00141712560128
0.8,3.81248357333,0.00212795255626
0.82,3.81328953938,0.00239031601883
0.84,3.81546516782,0.00244758099291
0.86,3.81209076701,0.00148341389698
0.88,3.81339461929,0.00300604656797
0.9,3.81476893197,0.00219186081992
0.92,3.81190032605,0.00286935297138
0.94,3.81282519712,0.00204669349059
0.96,3.81131213445,0.00155164070113
0.98,3.8158614419,0.00203163685251
1,3.81106423359,0.00258836758077
