Total variance : 630.872
daily_edits	-0.0203726	0.0138003
daily_users	-0.0214415	0.0207722
daily_pages	-0.0156813	0.0270524
confidence	0.649319	0.717896
speed	-0.00568016	0.0285639
const_succ	0.00224674	0.029101
const_pop	-0.00152388	0.0158102
rollback_prob	0.00443122	0.0249837
short_life	0.012585	0.0296613
long_life	0.186255	0.234928
